# Program:featureCounts v2.0.4; Command:"/media/secondary/apps/subread-2.0.4-Linux-x86_64/bin/featureCounts" "-a" "../1_refs/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-s" "2" "-T" "6" "-p" "-o" "allSamples.featureCounts.txt" "RNA_S6614Nr10.bam" "RNA_S6614Nr11.bam" "RNA_S6614Nr12.bam" "RNA_S6614Nr13.bam" "RNA_S6614Nr14.bam" "RNA_S6614Nr15.bam" "RNA_S6614Nr16.bam" "RNA_S6614Nr17.bam" "RNA_S6614Nr18.bam" "RNA_S6614Nr1.bam" "RNA_S6614Nr2.bam" "RNA_S6614Nr3.bam" "RNA_S6614Nr4.bam" "RNA_S6614Nr5.bam" "RNA_S6614Nr6.bam" "RNA_S6614Nr7.bam" "RNA_S6614Nr8.bam" "RNA_S6614Nr9.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_S6614Nr10.bam	RNA_S6614Nr11.bam	RNA_S6614Nr12.bam	RNA_S6614Nr13.bam	RNA_S6614Nr14.bam	RNA_S6614Nr15.bam	RNA_S6614Nr16.bam	RNA_S6614Nr17.bam	RNA_S6614Nr18.bam	RNA_S6614Nr1.bam	RNA_S6614Nr2.bam	RNA_S6614Nr3.bam	RNA_S6614Nr4.bam	RNA_S6614Nr5.bam	RNA_S6614Nr6.bam	RNA_S6614Nr7.bam	RNA_S6614Nr8.bam	RNA_S6614Nr9.bam
YGR231C	VII	952548	953480	-	933	2419	3606	1969	2772	2213	2017	1939	2744	2070	3895	4139	8340	4163	1797	4090	2306	5921	2196
YGR215W	VII	922175	922507	+	333	3167	3145	2432	2043	4395	2874	2495	2063	2990	2321	3261	4025	3099	3344	2156	2578	3591	2174
YGR018C	VII	524365	524694	-	330	6	4	12	11	4	13	3	8	16	16	20	71	17	7	20	6	21	24
YGL152C	VII	216692	217369	-	678	2	0	0	4	0	0	0	4	0	6	2	6	1	0	7	4	0	4
YGL212W	VII	91432	92382	+	951	315	336	279	390	290	252	379	453	289	687	432	1209	485	185	507	399	742	352
YGL066W	VII	377609	379582	+	1974	800	1287	910	2108	826	991	1541	1632	1074	2013	1666	3591	1972	602	1523	1747	2712	1138
YGL060W	VII	390065	391990	+	1926	421	582	412	729	510	526	601	715	588	1034	966	1682	891	343	815	814	1265	609
YGL185C	VII	153167	154306	-	1140	509	821	443	926	631	374	416	541	314	500	630	946	565	354	511	376	842	334
YGR145W	VII	781767	783890	+	2124	464	391	398	722	267	574	689	515	580	1004	302	1316	1769	233	459	744	605	433
YGL011C	VII	474489	475247	-	759	3895	6204	2820	5940	3310	3046	2998	5205	2698	6013	8030	12748	5578	2670	6906	3802	11108	3872
YGR147C	VII	786054	786920	-	867	2772	3070	2540	3260	3589	2853	3188	2367	2651	2492	2448	4408	3046	2043	2483	2652	3892	1986
YGR036C	VII	558149	558868	-	720	465	946	596	852	502	489	641	910	631	715	897	1197	702	364	793	730	1071	633
YGL122C	VII	278946	280523	-	1578	1236	1368	782	1585	1243	834	1246	1624	976	2859	2804	5425	1730	808	2464	1340	3675	1094
YGL261C	VII	6290	6652	-	363	0	0	0	2	0	1	2	0	2	2	10	18	3	0	2	0	4	0
YGL041C	VII	419022	419225	-	204	40	44	32	39	85	21	42	23	36	30	44	65	29	44	17	47	14	20
YGR099W	VII	687899	689965	+	2067	730	943	845	959	999	1010	966	938	982	1434	1035	2561	1477	570	1179	1022	1457	892
YGR046W	VII	584895	586052	+	1158	1626	1872	1439	1901	1719	1636	1327	1650	1544	2298	2216	4692	2193	1019	2077	1481	2681	1452
YGL188C-A	VII	148824	148964	-	141	107	389	234	939	192	228	600	841	376	324	561	393	322	188	236	516	679	372
YGR216C	VII	922633	924462	-	1830	1042	1766	1366	1496	1309	1478	1459	1489	1507	1513	1694	2642	2233	1185	1390	1555	1663	1224
tG(UCC)G	VII	779616	779687	+	72	10	16	7	0	16	2	2	2	2	4	2	1	4	6	6	6	4	0
YGR047C	VII	586392	589469	-	3078	732	974	597	1203	780	711	950	1220	841	1191	1125	2293	1399	436	991	1041	1449	688
YGR238C	VII	966039	968687	-	2649	463	581	487	621	540	552	367	555	624	910	923	2085	972	330	898	551	978	686
YGR282C	VII	1057783	1058724	-	942	18179	38173	41594	34635	17860	39382	29233	35520	32783	32023	34045	65740	36808	13732	38703	31565	54173	32903
YGL132W	VII	261580	261915	+	336	4	1	3	9	0	0	3	0	3	4	2	8	3	0	2	0	6	2
tA(AGC)G	VII	774349	774421	+	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR169C	VII	834689	835903	-	1215	462	652	431	582	534	407	529	685	397	864	969	1540	913	401	721	713	1069	483
YGR063C	VII	617516	617824	-	309	3416	4313	3522	2750	4921	3677	4087	2696	3659	3300	3534	5498	4881	4768	2615	3539	5115	2520
YGR256W	VII	1004624	1006102	+	1479	206	239	129	143	150	77	44	105	62	102	157	320	78	57	214	41	164	80
YGL036W	VII	428601	431330	+	2730	1946	2303	1700	1606	1665	1661	1374	1929	1717	3247	2906	6532	2198	947	3280	1786	2913	1651
YGR192C	VII	882812	883810	-	999	217796	432647	275833	486458	192069	279173	322826	389042	269180	487395	393641	1293948	626724	170961	549367	396709	807640	331376
YGL191W	VII	144808	145197	+	390	14551	12338	9942	8176	17931	11681	9685	8227	10423	9798	13963	19869	11166	13392	10294	9192	16043	7777
YGR051C	VII	592906	593229	-	324	5	6	2	2	2	2	4	3	1	7	6	17	5	0	5	0	5	3
YGR013W	VII	514554	516416	+	1863	655	1059	589	1399	578	571	786	1205	621	1183	1486	2520	1141	395	1104	990	1881	658
YGR123C	VII	736662	738203	-	1542	347	618	533	978	273	691	960	857	702	1732	561	1868	2004	280	728	991	726	944
YGL209W	VII	95858	97006	+	1149	1476	2253	1487	2326	2319	1426	1569	3011	1064	4563	4535	6449	2330	1206	2724	1656	6672	1306
YGL163C	VII	193707	196403	-	2697	728	1186	606	1298	747	693	806	1116	748	980	1151	2015	1178	438	882	913	1466	655
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	977	1541	958	2307	1039	942	1122	1916	843	1249	2082	2407	1062	485	1201	1223	1642	614
YGL092W	VII	337906	341859	+	3954	1022	1428	1161	2087	1150	1331	1843	2095	1798	2274	1768	4051	2649	770	1695	2230	2463	1512
YGR132C	VII	755589	756452	-	864	24314	19917	15409	9563	29289	17680	13698	9810	16435	14005	18413	23752	15708	21789	13513	13448	20568	11522
YGL208W	VII	97338	98585	+	1248	642	820	592	727	637	529	554	772	492	1401	1306	2554	1106	424	1279	708	2050	632
tL(GAG)G	VII	700675	700756	+	82	12	25	48	40	25	45	64	59	33	87	57	126	74	15	68	76	83	64
YGR059W	VII	607563	609101	+	1539	75	78	57	37	119	42	51	52	114	71	129	105	64	141	57	42	77	34
YGR114C	VII	720265	720654	-	390	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YGR128C	VII	747950	750091	-	2142	317	554	397	1153	203	647	696	710	639	1422	347	1613	1300	194	599	708	701	672
YGL246C	VII	37617	38780	-	1164	1568	2179	1530	2245	1725	1989	1930	1740	1672	2425	1720	3008	2440	1084	1713	1987	2369	1872
YGL190C	VII	145809	147389	-	1581	1973	2132	1444	2634	1882	1639	1738	2787	1826	3731	4606	5845	2560	1045	2854	2373	3640	1926
YGR033C	VII	554248	554967	-	720	1267	2219	1594	2133	1596	1681	1881	2211	1865	2525	2424	5017	2615	1055	2209	2246	3545	1914
YGL112C	VII	298178	299728	-	1551	1181	2264	1371	2630	1086	1457	1881	2034	1504	3108	2277	5072	3293	787	2497	2122	3162	1780
YGL001C	VII	495453	496502	-	1050	2234	2795	1751	2322	2877	2460	2004	2070	2244	2374	2614	5921	3601	2463	2448	2036	3319	1940
YGR168C	VII	833352	834482	-	1131	2619	2750	2071	2476	3735	2327	2473	2079	2481	1746	2563	2758	2474	2387	1476	2360	2097	1350
YGL093W	VII	334886	337639	+	2754	1643	2003	1385	1707	1724	1434	1416	1849	1549	2195	2311	4506	2324	1044	2025	1705	2692	1347
YGR120C	VII	730033	730821	-	789	455	767	455	766	457	518	571	693	488	963	850	1812	910	284	825	755	1145	629
YGR027C	VII	534132	534458	-	327	53634	87245	69803	65331	64088	92018	83555	71605	81211	83078	68698	137301	118709	64865	66074	86450	103445	78173
YGL259W	VII	8470	8967	+	498	18	39	8	26	19	24	21	36	16	114	113	105	52	14	42	41	102	47
YGR294W	VII	1080306	1080668	+	363	10	33	35	48	14	37	8	32	25	49	26	78	20	12	18	14	47	19
YGR124W	VII	739944	741662	+	1719	3330	5452	4169	7295	3107	5094	6689	6103	5270	11358	5574	25029	14770	3046	8261	7669	11947	5645
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	63989	88620	84016	87090	87184	110341	132810	74834	106487	104324	69572	172166	184624	105349	71346	106276	108931	79710
YGL062W	VII	385196	388732	+	3537	7192	8610	4411	17223	8466	4661	4467	7407	3546	7275	10827	14071	5592	3390	7831	4277	11951	4134
YGR049W	VII	591314	591877	+	564	296	680	464	654	343	554	425	604	397	692	564	1471	706	224	687	434	890	545
snR39	VII	365163	365251	-	89	308	482	262	770	371	338	661	908	475	511	636	464	323	318	367	658	309	362
YGR076C	VII	637104	637577	-	474	1029	1202	710	1028	1241	912	895	1108	889	1539	1876	2930	1643	968	1421	1041	2437	1073
YGL161C	VII	199210	200142	-	933	11386	13188	8850	6726	14970	10278	7456	7161	8841	8257	10940	13036	8652	10066	8773	7743	12942	6940
YGR062C	VII	616328	617278	-	951	391	557	339	622	442	346	434	623	420	756	976	1646	689	308	843	536	1379	544
tV(AAC)G1	VII	412294	412367	-	74	0	0	0	0	0	2	2	0	0	2	0	0	2	0	2	3	0	0
YGL237C	VII	52731	53528	-	798	502	529	497	559	312	489	435	549	483	1021	808	2042	665	227	869	527	1004	447
YGR024C	VII	531883	532596	-	714	6368	7057	5263	6187	9707	6985	7746	5699	7587	4950	6354	9077	8151	7895	4149	6969	6846	4518
YGR184C	VII	859901	865753	-	5853	1834	2160	1166	2491	1604	1387	1550	3091	1693	2320	2848	5116	2154	861	2009	1803	3157	1483
YGR292W	VII	1076599	1078353	+	1755	94	51	11	18	33	14	8	13	27	64	113	81	32	28	55	16	154	21
YGR151C	VII	794655	794990	-	336	9	12	10	13	9	10	2	4	5	0	8	16	9	10	2	6	13	3
YGL034C	VII	433214	433579	-	366	3	5	9	1	5	7	1	8	9	7	13	14	0	2	17	4	19	9
YGL067W	VII	376101	377255	+	1155	675	1011	701	1238	595	761	853	1000	791	1348	1233	2907	1549	614	1251	1032	1889	981
YGR072W	VII	634304	635467	+	1164	715	967	684	1258	704	881	1031	1156	993	1604	1263	2565	1410	471	1191	1119	1621	1195
YGL229C	VII	64503	66959	-	2457	385	615	471	675	564	525	593	997	659	1120	1119	2079	1101	364	934	899	1219	657
YGR055W	VII	599417	601141	+	1725	4820	9188	9471	9076	2799	10615	7565	9594	10440	11798	5734	21712	13488	3476	11531	12448	14536	11043
YGL044C	VII	416146	417036	-	891	796	1048	849	1059	1144	1258	959	811	1114	1262	1171	2295	1459	791	931	961	1572	919
YGL054C	VII	400871	401287	-	417	20290	18160	16741	11724	32009	20570	18391	12974	25281	13294	14335	31385	25864	22505	12148	15293	14502	14143
YGL119W	VII	284442	285947	+	1506	554	792	524	774	584	574	556	723	655	987	760	1712	820	374	934	613	1008	607
YGR068W-A	VII	626294	626389	+	96	2	0	0	0	2	0	2	0	0	1	0	0	0	0	2	0	2	0
YGR206W	VII	910432	910737	+	306	7441	7053	4538	2974	10612	5094	4034	3645	4707	3413	7382	5321	3836	8517	3194	4203	7244	2968
YGR121W-A	VII	733412	733627	+	216	63	62	35	29	29	60	55	33	53	120	59	79	40	34	54	79	64	26
YGL130W	VII	266145	267524	+	1380	1362	1896	1202	2093	1324	1193	1524	1789	1406	1959	1923	4171	2426	916	1852	1742	2787	1301
YGL042C	VII	418288	418593	-	306	8	3	0	7	15	6	13	0	3	2	8	6	1	6	4	2	0	0
YGR090W	VII	662358	666071	+	3714	740	1350	943	2129	782	1121	1367	2009	1613	1831	1444	3422	1978	648	1217	1536	1978	1305
YGR221C	VII	937124	938992	-	1869	481	955	822	1126	458	833	677	735	646	731	489	1373	670	223	544	803	863	658
YGR143W	VII	775193	777508	+	2316	1209	1644	1242	1939	1173	1406	2198	2714	2367	3336	3866	6067	2778	1008	3419	2737	4401	2320
tR(UCU)G1	VII	405470	405541	+	72	12	18	10	7	11	19	19	15	16	13	17	12	9	15	15	12	17	13
YGL218W	VII	83650	84300	+	651	2	0	0	0	6	1	2	0	1	2	2	2	0	3	8	6	4	4
YGL198W	VII	123591	124298	+	708	2357	3669	2819	3181	2430	2402	2324	2964	2341	3386	3444	5943	3229	1472	3879	2560	5174	2541
YGL083W	VII	353058	355472	+	2415	188	353	206	388	178	258	382	504	359	725	495	1336	533	138	619	479	615	400
tC(GCA)G	VII	707108	707179	-	72	0	0	0	0	0	1	0	0	1	0	0	2	0	1	2	0	0	0
YGR071C	VII	631481	634063	-	2583	1171	1263	897	1416	1288	1096	1259	1538	1434	1545	1691	2717	1873	881	1109	1474	1402	1055
YGR259C	VII	1012481	1012921	-	441	23	36	30	40	26	19	9	14	24	15	27	39	23	17	31	12	43	11
YGR058W	VII	606136	607143	+	1008	237	496	331	781	267	389	486	600	328	752	607	1591	891	258	665	523	858	469
YGL195W	VII	131525	139543	+	8019	3458	3556	2167	5434	2932	3410	4768	6623	4236	5231	4836	9933	6313	1828	3813	4401	5796	3136
YGL192W	VII	142246	144048	+	1803	4	4	1	2	6	2	0	2	4	2	6	9	0	0	4	5	4	4
YGL206C	VII	102543	107504	-	4962	2827	3160	2320	2973	2223	2409	2621	3794	2848	3997	3728	9589	4598	1447	3314	3242	4228	2464
YGR060W	VII	610564	611493	+	930	2859	7194	10770	8857	2623	12037	6445	8197	9625	6461	4901	14576	6625	1863	8205	6730	9737	9970
YGL257C	VII	12481	14157	-	1677	2232	3506	2973	2794	2542	3214	3557	3615	3624	2645	3225	4711	4019	1914	2607	3580	3984	2831
YGL236C	VII	53787	55796	-	2010	76	187	167	424	95	169	266	299	193	342	237	644	277	72	314	223	444	252
YGR138C	VII	763762	765606	-	1845	3016	13781	7977	23093	5710	10806	21031	18876	9403	3938	3901	6378	15633	2455	3698	15567	6917	3288
YGR015C	VII	521090	522076	-	987	416	757	475	832	483	513	547	776	532	1040	922	1924	918	321	916	658	1306	674
YGL023C	VII	450197	452104	-	1908	724	1199	970	1473	673	817	1139	1116	1003	1706	1305	3712	1709	427	1716	1170	2094	1108
YGL144C	VII	232450	234507	-	2058	468	885	675	1083	654	659	756	777	701	640	805	1529	1222	518	585	774	1140	506
YGL071W	VII	372012	374084	+	2073	766	1356	1096	2189	870	979	1412	1721	1145	1555	1410	3116	1470	494	1389	1413	2119	1005
tK(CUU)G3	VII	876394	876466	+	73	16	12	12	2	12	10	4	11	10	20	15	1	6	8	6	4	8	8
YGR080W	VII	642010	643008	+	999	1824	2800	1568	2636	1779	1674	1505	2265	1502	3266	3146	6790	3248	1326	3153	1910	4517	1865
YGL116W	VII	289809	291641	+	1833	782	1038	979	1782	932	1268	1394	1665	1770	1928	1780	4487	2387	929	1850	1576	2780	1528
YGR035C	VII	557072	557422	-	351	31	36	32	125	47	61	27	91	80	257	147	597	209	99	248	84	149	228
YGL201C	VII	117854	120907	-	3054	575	1135	610	1290	619	723	1040	1430	1004	1580	1305	3114	1787	519	1404	1225	1820	1028
YGR212W	VII	917040	918446	+	1407	144	222	202	286	161	163	186	265	214	408	394	659	263	93	310	258	402	286
YGR154C	VII	796798	797868	-	1071	462	606	342	562	507	466	301	522	474	798	644	1675	774	338	689	473	926	581
YGL241W	VII	45445	48459	+	3015	1615	1489	867	1413	1520	1088	1111	1356	1123	1522	1431	3408	2446	1151	1198	1449	1611	885
YGL262W	VII	5312	5839	+	528	0	0	2	4	2	2	8	9	5	17	12	2	11	6	0	24	11	4
YGR247W	VII	984966	985685	+	720	804	820	515	644	795	567	561	616	631	1046	799	1841	926	468	1031	708	1192	543
YGR199W	VII	897502	899781	+	2280	2011	3482	2407	3026	1956	2560	2515	3647	2665	3099	3530	5630	2921	1485	3988	3320	5007	2977
YGL260W	VII	6860	7090	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR179C	VII	853675	854895	-	1221	720	947	688	843	881	879	820	977	875	1313	1011	2666	1441	591	1109	997	1692	837
YGR011W	VII	512497	512823	+	327	128	152	83	117	187	147	109	126	150	108	188	283	236	124	102	101	152	75
YGL111W	VII	299978	301369	+	1392	418	621	557	1108	274	703	1034	847	761	1594	609	1927	1785	207	872	1247	995	826
snR39B	VII	366374	366469	-	96	60	63	85	66	86	91	136	151	140	179	151	228	89	57	115	137	108	113
YGR073C	VII	635615	635986	-	372	140	176	164	163	196	233	115	132	146	192	221	361	275	170	168	167	365	150
YGR155W	VII	798543	800066	+	1524	4232	8273	6030	8379	2879	8326	4913	7380	6835	17027	6858	40261	16012	2901	14809	8663	14708	12403
YGL114W	VII	293460	295637	+	2178	881	1822	1246	3012	1054	1196	2263	2244	1562	1845	1844	2955	2140	705	1905	2296	2899	1553
YGL255W	VII	20978	22108	+	1131	3346	8869	5238	8798	4066	5107	15472	11745	12827	11094	16643	30517	32267	7998	29543	34722	35588	26922
YGR066C	VII	620921	621799	-	879	69	58	30	30	48	20	24	38	16	55	132	143	27	54	120	18	108	29
YGR233C	VII	954674	958210	-	3537	914	1126	594	1079	928	655	938	1351	794	1307	1991	2180	1181	634	1200	1043	1721	715
YGR092W	VII	668189	669907	+	1719	883	988	859	1222	922	922	1196	1353	1305	2432	2105	4597	1867	696	2146	1520	2856	1383
YGL041W-A	VII	418825	419289	+	465	5990	3661	2476	2698	8903	3788	3589	2694	4553	3066	3890	8149	5658	6399	2557	2719	4976	2326
YGR171C	VII	840824	842551	-	1728	1305	1486	918	1261	1340	1038	1019	1336	1142	1752	1702	2990	1613	1030	1603	1244	2240	1031
tW(CCA)G2	VII;VII	878710;878780	878745;878815	-;-	72	2	2	4	1	0	2	0	0	3	4	2	0	2	0	1	0	2	0
YGL171W	VII	182390	184084	+	1695	173	268	213	522	102	324	371	371	351	728	226	888	833	168	349	406	352	369
YGL029W	VII	440063	440425	+	363	1602	2686	3146	3475	2926	4323	5248	1876	4025	2577	1328	2855	4770	2648	1169	3571	1729	2623
YGR040W	VII	575398	576504	+	1107	288	574	332	657	302	379	415	468	430	744	681	1456	618	246	631	565	1007	444
YGR220C	VII	936074	936883	-	810	1187	1636	1036	1473	1244	1282	1128	1397	1251	2031	1892	4125	2239	957	1914	1483	2827	1390
YGR268C	VII	1026057	1026653	-	597	444	879	667	904	357	532	426	676	434	932	905	2031	663	269	1097	466	1415	465
YGL147C	VII	227754	228329	-	576	21315	25424	27377	22775	22543	36186	46381	23123	36072	39199	16612	64717	67610	22109	25653	43375	31984	27024
tK(CUU)G1	VII	122269	122341	+	73	0	0	2	0	0	0	0	0	2	1	0	3	0	0	3	0	2	0
YGR144W	VII	780399	781379	+	981	293	567	458	767	370	323	252	355	236	157	326	513	265	144	288	249	467	178
YGR178C	VII	851047	853215	-	2169	2342	3549	2707	3954	2101	2759	3045	3843	3145	4868	3991	10233	5025	1354	4760	3952	6530	3286
YGR113W	VII	718893	719924	+	1032	570	1069	859	1053	642	913	815	1062	768	1591	1173	3183	1297	452	1400	998	1928	1023
YGL203C	VII	112475	114664	-	2190	2060	4697	3353	4072	2098	3416	3518	5133	3967	3700	4322	6812	4029	1384	4163	4679	6532	3805
YGL048C	VII	410069	411286	-	1218	4309	6976	3505	6003	3799	3464	3415	5958	3303	7329	8553	15760	6474	2860	7331	4550	12931	4059
YGR207C	VII	910843	911628	-	786	2363	3815	2188	3291	2522	3214	2357	3227	2800	5589	4813	10983	5282	2241	5203	2982	7469	4178
YGR258C	VII	1007671	1010766	-	3096	1030	1423	746	1275	1143	663	831	1385	894	1320	1545	2472	1386	733	1216	1126	1841	844
YGL091C	VII	342056	343042	-	987	1717	1776	1163	1445	2059	1273	1386	1238	1192	1933	1828	3257	2080	1242	1792	1348	2544	1149
YGR093W	VII	670388	671911	+	1524	414	602	388	816	429	455	553	695	472	745	608	1155	819	279	504	599	857	450
YGR119C	VII	728046	729671	-	1626	2391	3089	2411	3222	2889	2850	3047	3008	3066	3588	3048	6998	6112	2001	2859	3501	4578	2451
YGR213C	VII	918512	919465	-	954	40	78	65	50	45	61	18	20	25	21	29	42	24	15	29	5	28	17
YGR061C	VII	611889	615965	-	4077	1590	2872	2563	4389	1498	3329	3824	4135	4002	6945	3381	16610	7980	1293	5484	5176	7418	5014
YGL182C	VII	157273	157596	-	324	18	43	26	58	36	29	39	69	44	68	133	117	50	24	41	62	131	38
YGR139W	VII	765726	766064	+	339	1	3	2	5	3	6	3	4	7	1	1	6	6	2	5	5	5	4
YGR121C	VII	731449	732927	-	1479	717	1489	2883	1249	722	2572	1144	1209	2043	2120	1171	4726	2022	488	2662	1570	1850	2415
YGL043W	VII	417483	418412	+	930	978	1741	1164	2179	997	1220	1647	1754	1370	1927	1552	3431	2651	819	1594	1713	2652	1290
YGR280C	VII	1050910	1051725	-	816	601	695	550	1141	380	752	1094	723	637	2162	769	2564	2245	353	1152	1372	1304	862
YGL085W	VII	349616	350440	+	825	1490	2104	1574	1586	2248	1619	1794	1592	1580	1480	1915	2221	1715	1484	1456	1797	2355	1437
YGL031C	VII	437467	437934	-	468	15492	23290	19524	25826	17711	26846	31162	24508	26789	35865	20577	59490	43452	16532	22480	30087	35386	24212
YGR117C	VII	725049	726479	-	1431	1239	1676	1153	1623	1635	1304	1378	1586	1458	1721	1907	3779	2312	1141	1644	1617	2431	1260
YGR254W	VII	1000927	1002240	+	1314	116109	200638	66158	234489	102401	72576	97295	167527	61297	132737	207730	387422	212557	99429	170012	128461	334759	75128
YGR235C	VII	961360	962061	-	702	3765	3441	2573	2265	3960	2927	2029	2341	2662	3293	3563	7170	3604	2412	3477	2032	4849	2455
YGL124C	VII	274780	276714	-	1935	1705	1864	1074	1862	1645	1182	1405	1742	1172	1992	2399	3398	2235	1159	1667	1674	2660	991
YGR236C	VII	962530	962817	-	288	2951	199	100	24	527	80	44	51	63	83	460	187	42	388	279	51	169	31
YGL164C	VII	191978	193300	-	1323	1224	1289	835	1139	1304	953	962	1342	1038	1407	1842	2417	1710	908	1237	1253	2442	941
YGR293C	VII	1079885	1080346	-	462	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	0	2	2	2	2	2	0	2	2	0	0	2	0	0	0	0	1	2
YGR264C	VII	1019598	1021853	-	2256	1922	4065	2936	6217	2187	3846	5135	4763	4172	8485	3943	12618	10928	2000	5028	6201	6504	4778
YGL234W	VII	56482	58890	+	2409	2862	4677	5008	5864	2315	5873	7109	6246	7193	13053	4453	30866	16687	2290	10678	9879	11741	9244
YGL109W	VII	303513	303836	+	324	3	0	0	3	8	1	9	8	2	22	1	30	1	0	6	4	11	6
YGL238W	VII	49552	52434	+	2883	3689	4407	3132	3988	4121	3878	4182	4359	4381	5098	5046	10191	7583	3197	4465	4869	4861	3432
YGL041C-B	VII	418704	418886	-	183	80	63	50	50	86	46	32	20	52	42	71	64	24	99	31	43	46	18
YGR056W	VII	601661	604447	+	2787	791	1267	688	1462	919	798	1123	1426	969	1441	1497	2811	1602	664	1172	1275	1740	836
YGR201C	VII	902520	903197	-	678	340	458	270	417	184	287	280	338	260	466	604	983	497	210	571	403	720	283
YGR239C	VII	969187	970053	-	867	1371	1904	1222	1587	1430	1227	1218	1301	1137	1245	1631	2202	1598	1315	1166	1177	2043	1112
YGR169C-A	VII	836387	836665	-	279	1651	1603	1529	1536	1980	1780	1462	1639	1979	2176	2073	3975	1989	1317	1473	1421	2462	1565
YGR185C	VII	866336	867520	-	1185	3323	6591	4514	7960	3213	5878	6332	7216	5631	12846	7610	22195	12268	3009	9444	7933	13413	7935
YGR189C	VII	876669	878192	-	1524	16845	35732	24981	29639	9955	18676	6235	7985	7855	6669	5469	14113	6240	1939	8722	5652	10007	6888
YGR022C	VII	529257	529586	-	330	0	2	2	0	0	0	1	4	0	2	6	2	2	6	7	6	3	2
YGR290W	VII	1075482	1075925	+	444	2	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	2	0
YGL205W	VII	108158	110404	+	2247	136	155	87	156	132	93	59	114	94	189	199	231	167	118	160	93	224	128
tK(CUU)G2	VII	185714	185786	-	73	0	2	2	4	1	0	2	0	5	1	0	1	1	0	0	0	1	0
YGL221C	VII	81426	82292	-	867	1309	2273	1367	2542	1299	1553	1734	2052	1303	2617	2394	5907	3069	1010	2676	2171	4227	1802
YGL108C	VII	303649	304071	-	423	1126	1349	830	1280	1229	1099	1100	1310	1081	1526	1875	2795	1853	1062	1435	1145	2376	1093
YGL069C	VII	375050	375514	-	465	14	26	16	19	15	8	20	9	13	20	20	40	13	3	19	22	48	7
YGL135W	VII	254641	255294	+	654	15810	22645	21683	26793	15414	26980	34591	20245	25047	36586	17112	58962	46784	15388	24698	34475	33949	24269
YGR253C	VII	998358	999140	-	783	8440	10206	5094	7820	8986	5815	5643	7491	5608	7115	11165	16554	11065	7613	7291	6297	13853	4626
YGL053W	VII	402589	403302	+	714	1174	2250	1248	1560	1024	991	790	1659	803	1196	2613	2486	1175	771	1743	1060	2961	883
YGL101W	VII	312193	312840	+	648	817	1289	831	1248	917	1405	1501	1322	1288	2074	1414	3626	2347	705	1627	1494	2357	1474
YGR271C-A	VII	1037800	1038501	-	702	6234	8173	7201	7126	9908	12373	12101	6798	10948	8180	4546	7954	8903	6450	3994	10286	5708	6920
YGR267C	VII	1025004	1025735	-	732	6185	8506	5765	9963	8829	7796	8951	8727	7669	11145	10600	22820	18293	8375	9329	9211	16997	7820
YGR234W	VII	959904	961103	+	1200	630	1016	685	1588	708	1065	1150	1133	909	2595	1786	5200	3950	1168	2083	1783	2358	1367
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	147	235	123	310	154	140	193	319	163	230	345	512	224	126	268	231	449	142
YGL141W	VII	238353	241085	+	2733	1352	1714	819	1616	1566	887	1144	1801	1155	1807	2619	3368	1927	1025	1740	1487	2537	1087
YGL245W	VII	39023	41149	+	2127	5622	8629	5714	9442	5118	6472	7052	8426	6741	12324	8694	26893	18036	4904	9598	9618	13939	7251
YGL007W	VII	483260	483637	+	378	8	17	9	10	9	2	11	11	9	10	8	15	12	7	3	8	11	9
YGL005C	VII	489708	490547	-	840	7635	6241	3341	8810	8150	4176	6684	9686	4466	7826	20187	10231	6072	5479	5822	8209	16388	4304
YGL215W	VII	87981	89339	+	1359	1426	3107	2405	4754	1533	2345	3622	3748	3180	4001	3197	7894	4844	1183	3326	3965	5076	2866
YGR173W	VII	843854	844960	+	1107	369	584	523	864	265	734	845	594	709	1060	431	1703	1463	265	596	898	801	735
YGL249W	VII	33098	35212	+	2115	89	121	50	123	136	63	73	116	77	91	184	231	85	78	115	93	212	77
YGR161W-C	VII	810227	810505	+	279	1782	1103	1734	669	2116	2087	845	611	2055	2183	1042	4952	1686	1423	1697	816	1786	1434
YGR229C	VII	949382	950899	-	1518	4044	4987	4446	4427	4589	5374	4875	4830	5656	5378	4325	11115	7857	3322	4663	5041	6479	4264
YGR070W	VII	627806	631273	+	3468	2861	2283	1598	1056	2751	1750	1256	1767	1895	2775	3405	4984	2343	1662	2697	1831	2465	1310
YGR135W	VII	761392	762168	+	777	10758	10345	5349	7304	12152	7298	6201	6602	7651	8204	10046	20868	16070	11865	7471	6076	13295	5565
